text_id,text,job_title,company,salary,tg,grade
43,"#junior #vacancy #вакансия #recruiter

Junior IT Recruiter
Full-time | Remote

Привет! 👋
Меня зовут Настя, я рекрутер компании AIPeople. Наша команда занимается передовыми проектами в сфере финтеха. ML и блокчейн - это наша стихия. Работаем из офисов в Петербурге, на Кипре и удаленно.
Сейчас мы ищем в нашу команду Junior IT Recruiter.
Мы готовы рассмотреть кандидатов с минимальным опытом в IT подборе, но большим желанием развиваться в этом направлении. У нас небольшая команда из 2х человек, будем рады, если ты тоже к нам присоединишься!
Спектр задач на позицию довольно стандартный. Что важнее - это твой подход к работе, самостоятельность и желание достичь результата!

Чем предстоит заниматься:
 • Снятие заявки на вакансию, формирование профиля подходящего кандидата;
 • Формирование пула кандидатов используя различные источники, первый контакт с ними;
 • Ведение кандидата по всем этапам до оффера, предоставление оперативной обратной связи;
 • Ведение базы кандидатов (у нас Huntflow);
 • Мониторинг и анализ рынка.

Что мы ищем в своем будущем коллеге:
 • Опыт работы IT рекрутером от полугода;
 • Самостоятельность;
 • Ты читаешь статьи и тг каналы по теме, слушаешь подкасты, у тебя есть профессиональные цели;
 • У тебя развитая эмпатия и эмоциональный интеллект;
 • Ты подходишь к работе ответственно и с душой.

Что мы как компания можем тебе предложить:
 • AIPeople - компания с гибкими подходами, с большой свободой и ответственностью у каждого. Единственное, что у нас отсутствует - это бюрократия
 • Опыт работы с умными людьми и, соответственно, с нетривиальными технологиям;
 • Возможность работать удаленно, из любой удобной для тебя локации

Если интересно с нами поработать - откликайся и обязательно напиши в сопроводительном письме какими нестандартные инструменты поиска ты используешь и через какой самый нетривиальный ресурс тебе удалось закрыть вакансию.

Контакт для отклика: @nastyaishiring",IT Recruiter,AIPeople,None,@nastyaishiring,junior
3,"#job #vacancy #C #developer #backend #middle #senior

🌟 Вакансия: C/C++ Developer (Middle, Senior) 
🏢 Компания: NTS
🌐 Сайт: NTS
📍 Город: Москва, Санкт-Петербург, Нижний Новгород
💰 Зарплатная вилка: 140-300 тыс. руб. (зависит от опыта)
💼 Формат работы: Офис/гибрид

🚀 О компании:
NTS - динамичная компания, основанная в 2014 году, специализирующаяся на разработке и производстве операторского класса телекоммуникационного оборудования. Мы также предлагаем профессиональные услуги и программно-аппаратные решения, ориентированные на базовые станции сетей сотовой связи. Присоединяйтесь к нам и воплотите свои идеи в инновационных проектах!

🔸 Технологический стек и используемые инструменты:
BOOST, STL, C++14, C++17, С99, Posix

🔸 Вам предстоит:
Вы будете разрабатывать программное обеспечение для базовых станций (уровень 2-3), где 80% работы будет состоять из программирования на C++.

🔸 Мы ожидаем:
-Глубокие знания BOOST, STL, C++14, C++17, С99, Posix;
-Хорошее понимание протоколов TCP/IP/UDP/SCTP;
-Сильные навыки цифровой обработки сигналов и связанных алгоритмов.

Будет плюсом:
-Знания Yocto, DPDK;
-Глубокое понимание LTE, 5G, SS7, Diameter, eNB, eNodeB, HSS, MME, ASN.1

🔸 Мы предлагаем:
-Оформление по ТК РФ
Конкурентную заработную плату, соответствующую вашему опыту и навыкам;
-Корпоративное ДМС со стоматологией;
-Оплату 10 календарных дней нетрудоспособности в году в размере 100% заработка.

ℹ️ Если ты хочешь узнать больше о нашей компании и вакансии, пиши нам на @ann_gfio.",C/C++ Developer,NTS,140000-300000 руб.,@ann_gfio,"middle, senior"
23,"#job #вакансия #работа #fulltime #remote #php #yii  #удаленка  #senior

Вакансия: Middle/Senior PHP developer
Компания: Водоходъ https://vodohod.com/
Вилка: 180-200к .net
Формат: удаленный

🔸О компании:
«ВодоходЪ» – крупнейшая судоходная компания и туристический оператор России. С 2004 года компания «ВодоходЪ» организует круизные путешествия с посещением самых интересных городов и уголков нашей страны, а также экспедиционные круизы в труднодоступные регионы: круизы по Енисею и круглогодичный экспедиционный тур по Байкалу. 
 
Сейчас компания находится в поиске Middle/Senior PHP разработчика для развития системы бронирования, которая является ядром создаваемой инфраструктуры.


🔸Технологический стек и используемые инструменты: PHP, Yii2, MySQL, Git, Apache. 

🔸Вам предстоит:
-Разработка центральной системы бронирования;
-Проработка архитектуры разрабатываемого программного обеспечения;
-Проведение код-ревью;
-Выработка технических решений и их оценка;
-Обеспечение бесперебойной работы программного обеспечения.

🔸Мы ожидаем:
-Уверенное владение PHP (опыт промышленной разработки от 3-х лет), фреймворк Yii2;
-Понимание REST архитектуры программного обеспечения;
-Опыт работы с MySQL, Git, Unit-тестами;
-Понимание принципов работы web-серверов: Nginx, Apache.

🔸Мы предлагаем:
-Оформление по ТК РФ;
-Удаленную работу с графиком работы 5/2 из любой точки РФ, главное работать по часовому поясу МСК (с 10:00 - 19:00 по мск);
-Дружный коллектив, квалифицированные наставники;
-ДМС со стоматологией;
-Скидки на круизы от компании.

Если хочешь узнать подробнее, пиши: @ann_gfio",PHP developer,Водоходъ,180000-200000 руб.,@ann_gfio,"middle, senior"
44,"#вакансия #python #middle #fulltime #remote #удаленно #crypto #blockchain

Вакансия: Middle Python Developer
Компания: ALEX GROUP COMPANY
Вилка: от 3000 до 3600 USD

AlexGroup - компания занимающаяся созданием и переводом контента на криптовалютную тематику носителями. За 8 лет работы сотни крупнейших компаний стали нашими клиентами. Ищем специалиста для развития нового бизнеса на базе блокчейна

Требования:
— Опыт разработки на Python от 2-х лет.
— Опыт работы с фреймворками, такими как Django или Flask.
— Знание SQL и опыт работы с MySQL или PostgreSQL.
— Понимание принципов разработки RESTful API.
— Знание систем контроля версий, таких как Git.
— Умение работать в команде и коммуникабельность.
— Опыт работы  с блокчейном будет плюсом

Обязанности:
— Разработка и поддержка программного обеспечения на языке Python.
— Проектирование и разработка новых функциональных возможностей.
— Оптимизация и улучшение существующего кода.
— Работа с базами данных и создание эффективных запросов.
— Тестирование и отладка кода.
— Участие в совещаниях и обсуждениях технических вопросов.

Мы предлагаем:
— Fulltime-работа. Возможен гибкий график.
— Конкурентная ЗП от от 3000 до 3600 USD., подробнее обговорим лично
— Работа в одной из топовых команд в своей сфере
— Возможность работы на удаленке, откуда вам удобно
— Курсы по повышению квалификации от компании

Контакты: @danilavaren",Python Developer,ALEX GROUP COMPANY,от 3000 до 3600 $,@danilavaren,middle
35,"#vacancy #вакансия #go #developer #wildberries #remote #fulltime

⭐️Go Developer / WB Portal⭐️
ЗП: от 150 000 до 600 000 
Компания: WILDBERRIES

Описание
Портал Продавцов - юнит со всеми продуктами WB для продавцов: личный кабинет, загрузка и хранение контента, поиск и каталог, антифрод, биллинг, оформление товара и доставка, аналитика и многое другое.
Это 1/4 всего бизнеса WB. В сервисе более 1 млн. поставщиков, ежедневный оборот - 5 млрд. рублей.

Примеры проектов:
- Маркетплейс
Команда занимается развитием способов доставки товаров по схеме FBS и DBS.
- Маркетинг
Команда занимается разработкой всех инструментов ценообразования для товаров  - цены и скидки, календарь акций, система маркетинга (реализация и поддержка всех маркетинговых инструментов).
- Контент
В этом сервисе поставщик подгружает свои товары на сайт. Основные функции контента - создание карточек, медиасервис, взаимодействие со смежной командой, аналитика, качество данных и рейтинг товаров/продавцов.
- Коммуникация продавцов
Команда занимается налаживаем удобных способов коммуникации продавца с клиентами, с технической поддержкой WB.

💿 Ключевые требования
- опыт коммерческой разработки на Golang от 2 лет
- понимание принципов микросервисной архитектуры
- опыт работы с NATS, Kafka или другими брокерами сообщений
Основные задачи
- проектирование архитектуры решения входящих задач
- разработка высоконагруженных сервисов
- работа с базами данных

💿 Компенсация/мотивационный пакет
- полная удаленка - работайте откуда хотите
- сложные интересные проекты
- конкурентный уровень заработной платы
- ДМС после испытательного срока, по выгодным условиям
- просторные и уютные офисы в Москве 
- свободу в принятии решений
- профессиональный рост в команде увлеченных инженеров
- минимум формализма и гибкий график
- ротация между проектами (если захотелось чего-то нового)
- конференции, митапы

Откликнуться: @hr_legoit",Go Developer,WILDBERRIES,от 150000 до 600000 руб.,@hr_legoit,middle
27,"#SDR #remote #tashkent
Ptolemay (https://www.ptolemay.com/) — аутсорсинговая компания полного цикла IT-разработок для западного и ближневосточного бизнеса. Мы ищем SDR (Sales Development Representative), который поможет нам с привлечением потенциальных клиентов, их взращиванием и продажами для роста компании.

Обязанности:
- Искать и общаться с outbound лидами, используя различные инструменты (Apollo, LinkedHelper, LemList) и соц.сети
- Обрабатывать и писать кастомный аутрич inbound лидам, приходящим из различных источников (Facebook, Linkedin, Instagram, Telegram, Slack)
- Ежедневно вести отчетность (добавлять leads/deals и дополнительные данные по лиду, обновлять статуса лида) по работе в Pipedrive.
- Налаживать отношения с партнерами из похожих компаний в IT, с потенциальным сотрудничеством в формате outsourcing & oustaffing.
- Искать и изучать новые возможные каналы продаж, с конечной целью “вывода” SQL-лида на звонок.

Требования:
- Опыт работы от 6 до 18 месяцев в сфере SDR или аналогичной должности.
- Русский язык - родной; знание английского языка - upper-intermediate.
- Сильные устные и письменные коммуникативные навыки.
- Знание инструментов автоматизации продаж (Apollo, SalesNavigator, Linkedhelper, Loom, Lemlist, Airtable) будет преимуществом.
- Опыт работы в IT-сфере приветствуется.

Условия:
- Полная занятость.
- Удаленная работа.
- Гибкий график для выбора максимальной продуктивности в удобные часы.
- Прозрачная коммуникация, которая помогает быстрее прийти к решению.
- Оплата 300-1000$, а также % от закрытой сделки.

Будем рады ответить на вопросы и ознакомиться с резюме: @Dmitriy_Ptolemay, @rinapina_ptolemay",SDR,Ptolemay,300-1000$,"@Dmitriy_Ptolemay, @rinapina_ptolemay",junior
21,"#job #vacancy #sirenatravel #developer #backend

🌟 Вакансия: C# Developer
🏢 Компания: Sirena Travel
🔝 Продукт: Mixvel
🌐 Сайт: Mixvel
📍 Город: Москва
💰 Зарплатная вилка: 300-400 тыс. руб.
💼 Формат работы: Удаленный
🚀 О компании:
Sirena Travel - признанный лидер на рынке разработки и внедрения IT систем для авиаперевозчиков и туристических агентств.

🔝 Основной продукт: Mixvel - полностью автоматизированная B2B highload система бронирования, которая агрегирует весь контент travel рынка, включая расписание рейсов, стоимость билетов и многое другое. Mixvel также предоставляет аналитику на основе истории предыдущих поисков и взаимодействий клиента с агентством. Наши клиенты включают такие крупные компании, как Ozon.travel, OneTwoTrip и Kupibilet.

🌟 В связи с активным развитием продукта, разыскивается самостоятельный С# Developer, готовый внести свой вклад в команду.

🔸 Технологический стек и используемые инструменты:
.NET Core, C#, ASP.NET Web API, SQL
Архитектура: микросервисы

🔸 Мы ожидаем от тебя:
-Знание алгоритмов, структур данных и паттернов проектирования
-Опыт работы с .NET Core, C#, ASP.NET Web API, SQL
-Понимание концепций SOLID, DDD, RESTful, CQRS, KISS
-Опыт работы с XML, XSD, XSLT и Git
-Желательный опыт работы с RabbitMq, PostgreSQL и Docker
-Готовность писать юнит-тесты и активно взаимодействовать с командой разработчиков и аналитиков

🔸 Мы предлагаем:
-Полностью удаленную работу или возможность работы в офисе (Москва, м.Динамо)
-Корпоративное ДМС со стоматологией
-Оформление по ТК РФ или другим удобным для тебя вариантом (ИП, ГПХ)

💼 Если ты хочешь присоединиться к команде, разрабатывающей передовые решения в авиационной и туристической индустрии, а также получить возможность работать с инновационными технологиями, отправь мне свое резюме @ann_gfio",C# Developer,Sirena Travel,300000-400000 руб.,@ann_gfio,None
37,"✅Системный администратор (Anykey)
В компанию
MANUFAQTURY.💎Ключевая задача: Техническая поддержка пользователей компании и сопровождение общих ИТ-вопросов компании.
💎Основные обязанности:
Обработка обращений от пользователей в системе учета заявок и корпоративном мессенджере;
Поддержка пользователей удаленно и в офисе;
Подготовка оборудования для выдачи пользователям (настройка ПК/ноутбуков, оргтехники, настройка телефонов (mango-telecom));
Обслуживание ПК/оргтехники, диагностика и устранение простых проблем самостоятельно, эскалация запросов на ремонт на обслуживающую компанию;
Контроль исполнения работ и соблюдения сроков по обращениям пользователей;
Администрирование серверного оборудования;
Администрирование организации (yandex.business, yandex.cloud) - создание учетных записей, рабочих каталогов;
Администрирование voIP (mango-telecom), корпоративной сети (microtik), корпоративных wifi-роутеров;
Общение с подрядчиками в рамках зоны ответственности
Человек, который будет выполнять функцию внутреннего ИТ-саппорта компании.

Обязательные требования
📌Опыт поддержки пользователей от 1 года;
📌Опыт эксплуатации Linux-подобных систем, в частности debian-like,centos (routing, iptable, OpenVPN);
📌Опыт администрирования MS ActiveDirectory, ОС Windows, MS Office;
📌Опыт эксплуатации коммутируемого Ethernet, VLAN
В кандидате также важны
Внимательность и расторопность
Грамотная письменная и устная речь

🏡Условия работы
Место работы: Удаленно с возможностью выезда в офис (Москва, м.Кутузовская)
График работы: Возможна частичная/полная занятость
Трудоустройство по ТК, возможно по совместительству
Важно проживание на территории Москвы, чтобы иметь возможность оперативного выезда в офис по рабочим задачам
💰Вознаграждение
Размер оклада: от 80 000 руб.Отклики в лс",Системный администратор,MANUFAQTURY,от 80000 руб.,None,None
16,"#вакансия #стажировка #удаленка #аналитик #fulltime 

Аналитик 

Компания:«Автомакон»;
Формат работы: удалёнка;
Занятость: стажировка;
Контакт:@nikolaazzp

Привет! Если тебе интересно развиваться в системной или 1С аналитике, то нам точно будет что обсудить)

«Автомакон» является аккредитованной IT компанией.

📌Преимущества стажировки в «Автомакон»:

— преподаватель — эксперт с большим опытом ведения проектов;

— обучение в формате ролевых игр на основе реальных кейсов из реальных проектов;

— удаленный формат обучения;

— возможность трудоустройства в компанию для работы с известными клиентами.

🍪 По итогу стажировки вы будете:

— знать как ведется проект и понимать как работает проектная команда;

— уметь управлять проектом, чтобы сделать его качественно и в срок;

— уметь собирать бизнес-требования, проводить их анализ, перекладывать их на функциональность продукта, раскладывать на задачи;

— работать в компании в качестве аналитика.

Контакт:@nikolaazzp",Аналитик,Автомакон,None,@nikolaazzp,intern
2,"#copywriter #вакансия  #fulltime #удаленка  #remote #crypto #blockchain

Компания: ALEX GROUP COMPANY
Вилка: от 80 000 до 140 000 руб.
Вакансия: Копирайтер в сфере крипты

Мы в AlexGroup специализируемся на создании и переводе контента носителями на криптовалютную тематику и многие другие. 

Ищем копирайтера (менеджер в TG, linkedin, reddit) в крипто сфере

Требования:
— Уверенное владение английским языком: разговорный и письменный;
— Опыт работы с крипто, блокчейн и финтех проектами обязателен;
— Написание уникальных текстов  SEO-оптимизация, форматированные заголовками, абзацами, списками.;
— Составление официальных документов (питч-деки, WP, прочее).
— Подготовка любого рода текстовых материалов: статей, в том числе аналитических, пресс-релизов, SMM текстов, продающих текстов, интервью и так дале

Что мы предлагаем:
— Fulltime-работа. Возможен гибкий график (с сохранением продуктивности)
— Конкурентная ЗП от 80 000 до 140 000 р., подробнее обговорим лично
— Работа в одной из топовых команд в своей сфере
— Возможность выбора между офисом и удаленкой
— Работа в приятной атмосфере со всей атрибутикой лучших офисов планеты 
— Курсы по повышению квалификации от компании

Контакты: @danilavaren",Копирайтер,ALEX GROUP COMPANY,80000-140000 руб.,@danilavaren,middle
42,"#вакансия #работа #ПолнаяЗанятость #удаленнаяработа #QA #hiring #vacancy 
🔹Компания: Dreamsoft
🔹Позиция: QA (QA auto)
🔹Формат работы: Удаленная работа 
🔹Локация / гражданство: только РФ
🔹Занятость: Полная 
🔹ЗП: ставка открыта

💻 Требования: 
Опыт работы в тестировании от 2 лет;
Опыт тестирования API, backend; UI;
Опыт проведения интеграционного, функционального и регрессионного тестирования;
Опыт самостоятельной разработки тестовых планов и модели, оценки покрытия, постановки задач на автоматизацию тестирования;
Опыт ведения тестовой документации;
Владение навыками применения техник тест-дизайна;
JIRA/Bugzilla/TestIT
Владение навыками работы с инструментами разработчика в браузерах(Chrome DevTools/Swagger/Postman);
Умение работать с базами данных на уровне простых запросов MSSQL/PostgreSQL.

Будет плюсом:
Опыт подготовки необходимого тестового окружения;
Опыт в автоматизации тестирования;
Опыт наставничества младших коллег.

❇️Предлагаем:
Удаленный формат работы;
Виды сотрудничества (ИП,ГПХ).

📲 Контакт для связи @DreamITB  с отметкой – позиция Qa.",QA,Dreamsoft,None,@DreamITB,middle
7,"#аналитик #AWG  #Москва #CA #Senior #системныйаналитик 

💠 Вакансия: Системный аналитик
💠 Вилка: до 350 000 net
💠 Грейд: senior
💠 Формат работы: Гибрид (Посещение офиса один раз в неделю. Возможно реже (по договоренности)
💠 Локация: Москва

📲Контакты @ElivHR 
Привет! Я Элина и нахожусь в поиске системного аналитика на проект реализации платформы, которая позволяет осуществлять удаленную поддержку клиентов на всем пути взаимодействия.

💠 Для нас важно: 
• Знание UML, BPMN.
• Знание принципов REST/SOAP взаимодействий, очередей сообщений.
• Опыт работы с описанием API и процессов (sequence diagram).
• Опыт написание ТЗ для разработчиков Typescript - React.
• Опыт в создании моделей данных, построения схем межсистемного взаимодействия.
• Опыт составления и согласования системных требований к сайтам.
• Опыт составления и проработки бизнес-требований. Опыт разработки и описания бизнес-процессов as is, to be.
• Умение проводить экспресс оценку требований.
• Иметь возможность посещать Московский офис около 1 раза в неделю (возможно реже).

💠 Чем предстоит заниматься:
• Собирать бизнес требования.
• Участвовать в разработке архитектуры решения.
• Созданием технической документации: диаграмм, описание процессов, аспектов работы системы, инструкций.
• Описанием backend-repositories, базы, CRUD.
• Описанием процессов Camunda.
• Проектированием процессов backend в оркестраторе (Platformeco).

  💠 У нас в AWG:
✅Гибкое начало рабочего дня и удалённый формат работы.
✅ДМС, фитнес, повышение квалификации, изучение языков, авиабилеты, услуга психолога, и многое другое;
✅Корпоративная культура! Мы любители спортивных мероприятий, квестов, а еще сами организовываем ивенты на нашей открытой террасе в центре Москвы
✅Путешествия. Мы устраиваем корпоративные выезды (https://www.youtube.com/watch?v=-jjGVQhX5LM) два раза в год!",Системный аналитик,AWG,до 350000 руб.,@ElivHR,senior
34,"#vacancy #вакансия #ios #remote 

⭐️ Release manager / Основное мобильное приложение⭐️
ЗП: от 150 000 ₽ до  350 000 ₽
Компания: WILDBERRIES

Описание
Мы ищем релиз менеджера в команду iOS-разработки основного мобильного приложения WB (4.9 рейтинг в AppStore).

Ключевые требования ↩️
- Более двух лет работает на должности релиз-менеджера / проджект-менеджера;
- Обладаешь базовыми знаниями в iOS-разработке;
- Умеешь контролировать релизный цикл и следить за дедлайнами;
- Готов предлагать идеи по оптимизации процессов;

↪️ Основные задачи
- Планирование этапов жизненного цикла релизов;
- Управление релизной политикой;
- Контроль реализации и выпуска фичей в рамках запланированных сроков;
- Взаимодействие с командами (QA, iOS, Backend и т.д.);
Компенсация/мотивационный пакет
- Полная удаленка, гибрид или офис с диванчиками, гамаками, качелями, кафе и зелеными зонами. Мы находимся на метро Парк Культуры;
- Бесплатное неограниченное питание в офисах компании;
- Современный стек, все команды горят работой, нет бюрократии и тайм-трекеров;
- Официальное трудоустройство в аккредитованную IT- компанию с 1 рабочего дня;
- Не зависим от инвесторов, стабильно продолжаем работать и стремительно идем к успеху;
- Гибкий график работы (ориентированность на задачи);
- Конкурентная заработная плата без задержек.

➡️ Откликнуться: @invader_s",Release manager,WILDBERRIES,от 150000 до 350000 руб.,@invader_s,middle
25,"#job #vacancy #вакансия #офис #релокация #OpenStack #devops #engineer #english #rabbitmq #libvirt #OVS #terraform #ansible #senior #middle 


🔥DevOps (Openstack Engineer)🔥

- Формат: Офис Кипр (первые 2 месяца удаленно) 
- Помощь с переездом всей семье
- Занятость: Полная
- Вилка - 5000-6000$
- Компания: Mayflower
- English 


🚀 Мы - FunTech-компания, которая меняет индустрию развлечений, выводя ее на новый уровень восприятия и вовлеченности. Как мы это делаем? С помощью передовых технологий. Наши глобальные ИТ-продукты создаются штатной командой увлеченных технарей. Они любят работать, чтобы обеспечить наилучший пользовательский опыт.

⚡️Обязанности: 

- Исследование, интеграционное тестирование и внедрение компонентов платформы IaaS на базе OpenStack;
- Исследование, интеграционное тестирование и внедрение компонентов платформы BaaS на базе OpenStack Ironic с серверами Dell;
- Участие в совершенствовании SRE-практик в рамках сопровождения платформы на базе OpenStack;
- Сопровождение платформы: обновление компонентов, устранение проблем, участие в дежурствах в составе команды SRE.

⚡️Требования:

- Экспертные знания OpenStack в области архитектуры и взаимодействия компонентов платформы: nova, neutron, ironic, placement, swift, glance, keystone и др;
- Экспертные знания в области интеграции низкоуровневых компонентов OpenStack: OVS, libvirt, rabbitmq;
- Экспертное понимание возможности реализации принципов IaC: terraform, ansible, полноценный CI с линухами и тестовыми прогонами и т.д.

⚡️Условия:

- Крутой трамплин для личностного и профессионального роста;
- Трудовой договор по законодательству ЕС, полностью белая зарплата, рабочая виза на 3 года, поддержка компании в получении рабочих виз для членов семьи;
- Полный релокационный пакет (билеты до Лимассола для Вас и Вашей семьи, такси до офиса, апартаменты на первый месяц за наш счет);
- Индивидуальный план развития, курсы с различных платформ, которые Вам нравятся;
- Любая конференция по всему миру (мы оплачиваем участие и организуем логистику раз в год);
- Языковые курсы, вебинары по mindfulness, корпоративные скидки на Coursera и другие платформы, корпоративные программы мотивации;
- Бесплатное питание в офисе, а также бесплатный кафетерий с фитнес-баром;
- Оборудованный офис в центре города; 
- Медицинская страховка для всей семьи, мобильный пакет, поддержка при покупке автомобиля, покрытие расходов на школу/детский сад;
- Новый MacBook / iMac;
- Возможность самореализации, возможность влиять на принятие технических решений;
- Большое дружное сообщество, международные IT-команды, корпоративные мероприятия, тимбилдинги, хакатоны.


❤️We гордится нашими основными и вспомогательными продуктами, такими как собственная платежная система; AR/VR, машинное обучение, экспертиза в области компьютерного зрения и многое другое. Мы получаем прибыль от своей работы, но деньги напрямую не определяют наше развитие. Мы готовы к экспериментам - именно так мы остаемся пионерами отрасли.


📲Контакт:
Телеграмм: @Alexandr_Mayel",DevOps (Openstack Engineer),Mayflower,5000-6000 $,@Alexandr_Mayel,senior
46,"#vacancy #вакансия #go #developer #wildberries #remote #fulltime

⭐️Go Developer / WB Portal⭐️
ЗП: от 150 000 до 600 000 
Компания: WILDBERRIES

Описание
Портал Продавцов - юнит со всеми продуктами WB для продавцов: личный кабинет, загрузка и хранение контента, поиск и каталог, антифрод, биллинг, оформление товара и доставка, аналитика и многое другое.
Это 1/4 всего бизнеса WB. В сервисе более 1 млн. поставщиков, ежедневный оборот - 5 млрд. рублей.

Примеры проектов:
- Маркетплейс
Команда занимается развитием способов доставки товаров по схеме FBS и DBS.
- Маркетинг
Команда занимается разработкой всех инструментов ценообразования для товаров  - цены и скидки, календарь акций, система маркетинга (реализация и поддержка всех маркетинговых инструментов).
- Контент
В этом сервисе поставщик подгружает свои товары на сайт. Основные функции контента - создание карточек, медиасервис, взаимодействие со смежной командой, аналитика, качество данных и рейтинг товаров/продавцов.
- Коммуникация продавцов
Команда занимается налаживаем удобных способов коммуникации продавца с клиентами, с технической поддержкой WB.

💿 Ключевые требования
- опыт коммерческой разработки на Golang от 2 лет
- понимание принципов микросервисной архитектуры
- опыт работы с NATS, Kafka или другими брокерами сообщений
Основные задачи
- проектирование архитектуры решения входящих задач
- разработка высоконагруженных сервисов
- работа с базами данных

💿 Компенсация/мотивационный пакет
- полная удаленка - работайте откуда хотите
- сложные интересные проекты
- конкурентный уровень заработной платы
- ДМС после испытательного срока, по выгодным условиям
- просторные и уютные офисы в Москве 
- свободу в принятии решений
- профессиональный рост в команде увлеченных инженеров
- минимум формализма и гибкий график
- ротация между проектами (если захотелось чего-то нового)
- конференции, митапы

Откликнуться: @Fl_recruiter",Go Developer,WILDBERRIES,150000-600000 руб.,@Fl_recruiter,middle
36,"#вакансия

Middle+/Senior Backend Engineer в стартап
110 000 – 140 000 ₽/месяц
Удаленка, парттайм

Qlan  - AI стартап. Мы создаем NoCode ML платформу и нишевые сервисы для бизнеса. Наша команда - это  амбициозные и проактивные разработчики, нацеленные на изменение мира ML


🎯 Примеры будущих задач:
       - Разработка инфраструктуры для наших продуктов 
       - Разработка микросервисов для аутсорс заказов


🗿Стек нашего идеального кандидата:
      - Python, Docker, Git, Flask, FastAPI, Django


🫶 Будет здорово, если вы: 
       - Имеете  крутые репозитории на github с большим количеством звездочек))))

На связи: @laptev13",Backend Engineer,Qlan,110000-140000 руб.,@laptev13,"middle+, senior"
10,"#вакансия

Всем привет! 

Ищем программиста на верстку многостраничного сайта с элементами интернет-магазина и личного кабинета 

Основные требования:
- Верстка 1в1 с макетом - pixelperfect;
- Передача UTM-меток вместе с заявкой;
- Передача информации с какой формы была сделана заявка (главная/шапка и прочее)
- Верстка под Retina дисплеи (MacOS);
- Соблюдение всех стандартов грамотной вёрстки;
- Адаптивность по ПК, планшеты, телефоны (дизайн есть под телефоны и ПК);
- Оптимизировать скорость загрузки

Подробное ТЗ в отлик. 

Условия:
- Срок обознаете сами
- По оплате отталкиваемся от вашей оценки 

Если принимаете все требования, то:
Прикрепить ссылки на лучшие работу интернет-магазинов + описание работ: сколько стоила верстка и натяжка; сколько заняло по срокам. 

Откликаться @vlrstrtsv",Программист,None,None,@vlrstrtsv,None
11,"#вакансия #vacancy #DWH #remote #удалённо    
    
Вакансия: DWH developer
Компания:  König Labs - аккредитованная IT компания, работаем с 2014 года. Разрабатываем ПО полного цикла для бизнеса по всему миру. 
ЗП: 250000-300000 руб. на руки 
Формат работы и занятость: Удалённо, фуллтайм    
Локация: Россия       

Задачи:
- с точки зрения системного анализа: заниматься сбором данных от пользователей, структурировать, анализировать, рисовать диаграммы;
- с точки зрения DWH: написание ETL/ELT пайплайнов, python скриптов, разработка и поддержка хранилища данных.
Требования:
-опыт работы на аналогичной позиции от 5 лет;
-опыт работы с AirFlow, MS Azure,
-опыт работы с БД PostgreSQL (Advanced), MSSQL,
-опыт написания скриптов на Python.
Что мы предлагаем:
✅оформление по ТК РФ, ГПХ/ИП и полностью белую з/п;
✅уровень з/п зависит от ваших пожеланий и навыков, готовы обсуждать любую сумму;
✅заботу от компании: бонусы и премии по результатам работы, подарки и поздравления на праздники, 100% оплата больничных, до 3 sick days в месяц без оформления справки, возможность брать отгулы в счёт отпуска и отрабатывать часы в другое время;
✅гибкий график в удалённом формате - свои часы определяешь сам;
✅техника от компании для работы, либо рассрочка на выкуп техники для себя;
✅регулярные корпоративы и активности;
✅А еще профессиональное развитие: компенсация английского языка до 50% от стоимости обучения; компенсация профильных курсов до 100% от стоимости курса; возможность принимать участие и проводить митапы, доклады и различные мероприятия - поможем подготовиться, предоставим все материалы; корпоративная электронная и бумажная библиотека и база знаний, а также литература по запросу для каждого.

 Контакт для связи: @HrKristinaorekhova",DWH developer,König Labs,250000-300000 руб.,@HrKristinaorekhova,middle
